url,old_status,new_status,http_status,row_count,error,manual_reader_status,manual_reader_note
https://www.agilent.com/cs/library/usermanuals/public/G1364E-User.pdf,network_error,network_error,,1,"ConnectionError: ('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))",web_reader_error_or_blocked,"manual web-reader review 2026-07-28; 403, safety refusal, or internal fetch error"
https://www.agilent.com/cs/library/usermanuals/public/G3430-90052%207890B_Maintaining%20Guide.pdf,network_error,network_error,,1,"ConnectionError: ('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))",web_reader_error_or_blocked,"manual web-reader review 2026-07-28; 403, safety refusal, or internal fetch error"
https://www.agilent.com/cs/library/usermanuals/public/user-guide-coverting-ei-gcms-instruments-5994-2312en-agilent.pdf,network_error,network_error,,1,"ConnectionError: ('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))",web_reader_error_or_blocked,"manual web-reader review 2026-07-28; 403, safety refusal, or internal fetch error"
https://www.agilent.com/cs/library/usermanuals/public/user-manual-gcms-hydrogen-safety-q7003-90053-en-agilent.pdf,network_error,network_error,,2,"ConnectionError: ('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))",web_reader_error_or_blocked,"manual web-reader review 2026-07-28; 403, safety refusal, or internal fetch error"
https://www.agilent.com/cs/library/usermanuals/public/usermanual-gc-operation-8890-g3540-90014-en-agilent.pdf,network_error,network_error,,1,"ConnectionError: ('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))",web_reader_error_or_blocked,"manual web-reader review 2026-07-28; 403, safety refusal, or internal fetch error"
https://www.agilent.com/en/product/atomic-spectroscopy/atomic-absorption/aas-resource-hub,network_error,network_error,,1,"ConnectionError: ('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))",web_reader_error_or_blocked,"manual web-reader review 2026-07-28; 403, safety refusal, or internal fetch error"
https://www.agilent.com/en/product/atomic-spectroscopy/atomic-absorption/atomic-absorption-background-correction-lamps/deuterium-lamps,network_error,network_error,,1,"ConnectionError: ('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))",web_reader_open_html,manual web-reader review 2026-07-28; content retrieved
https://www.agilent.com/en/product/atomic-spectroscopy/atomic-absorption/atomic-absorption-hollow-cathode-lamps,network_error,network_error,,1,"ConnectionError: ('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))",web_reader_error_or_blocked,"manual web-reader review 2026-07-28; 403, safety refusal, or internal fetch error"
https://www.agilent.com/en/product/atomic-spectroscopy/inductively-coupled-plasma-mass-spectrometry-icp-ms/icp-ms-instrument-accessory-supplies/tools-manuals-for-icp-ms,network_error,network_error,,1,"ConnectionError: ('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))",web_reader_error_or_blocked,"manual web-reader review 2026-07-28; 403, safety refusal, or internal fetch error"
https://www.agilent.com/en/product/atomic-spectroscopy/inductively-coupled-plasma-mass-spectrometry-icp-ms/icp-ms-instruments/7800-icp-ms,network_error,network_error,,1,"ConnectionError: ('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))",web_reader_error_or_blocked,"manual web-reader review 2026-07-28; 403, safety refusal, or internal fetch error"
https://www.agilent.com/en/product/liquid-chromatography/hplc-detectors,network_error,network_error,,1,"ConnectionError: ('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))",web_reader_error_or_blocked,"manual web-reader review 2026-07-28; 403, safety refusal, or internal fetch error"
https://www.agilent.com/en/product/liquid-chromatography/hplc-supplies-accessories,network_error,network_error,,1,"ConnectionError: ('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))",web_reader_error_or_blocked,"manual web-reader review 2026-07-28; 403, safety refusal, or internal fetch error"
https://www.agilent.com/en/product/liquid-chromatography/hplc-supplies-accessories/solvent-management-for-hplc/stay-safe-caps-accessories-for-hplc,network_error,network_error,,1,"ConnectionError: ('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))",web_reader_error_or_blocked,"manual web-reader review 2026-07-28; 403, safety refusal, or internal fetch error"
https://www.agilent.com/en/product/liquid-chromatography/hplc-systems,network_error,network_error,,1,"ConnectionError: ('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))",web_reader_error_or_blocked,"manual web-reader review 2026-07-28; 403, safety refusal, or internal fetch error"
https://www.agilent.com/en/product/liquid-chromatography/hplc-systems/preparative-hplc-systems/1290-infinity-ii-preparative-lc-msd-system,network_error,network_error,,1,"ConnectionError: ('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))",web_reader_error_or_blocked,"manual web-reader review 2026-07-28; 403, safety refusal, or internal fetch error"
https://www.agilent.com/en/product/liquid-chromatography/mass-spectrometry-lc-ms,network_error,network_error,,1,"ConnectionError: ('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))",web_reader_error_or_blocked,"manual web-reader review 2026-07-28; 403, safety refusal, or internal fetch error"
https://www.agilent.com/en/product/liquid-chromatography/mass-spectrometry-lc-ms/infinitylab-lc-msd-series,network_error,network_error,,1,"ConnectionError: ('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))",web_reader_error_or_blocked,"manual web-reader review 2026-07-28; 403, safety refusal, or internal fetch error"
https://www.agilent.com/library/usermanuals/Public/G9214-90000_RapidFire360_User_RevD.pdf,network_error,network_error,,1,"ConnectionError: ('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))",web_reader_open_pdf,manual web-reader review 2026-07-28; content retrieved
https://www.cernet.edu.cn/ke_yan_yu_fa_zhan/gai_kuang/xin_wen_gong_gao/202302/t20230221_2301697.shtml,network_error,network_error,200,6,"ConnectionError: HTTPSConnectionPool(host='www.cernet.edu.cn', port=443): Read timed out.",web_reader_error_or_blocked,"manual web-reader review 2026-07-28; 403, safety refusal, or internal fetch error"
https://www.edu.cn/ke_yan_yu_fa_zhan/gai_kuang/xin_wen_gong_gao/202404/t20240422_2600021.shtml,network_error,network_error,200,1,"ConnectionError: HTTPSConnectionPool(host='www.cernet.edu.cn', port=443): Read timed out.",web_reader_open_html,manual web-reader review 2026-07-28; content retrieved
https://www.osha.gov/toluene/occupational-exposure-limits,network_error,blocked_or_forbidden,403,1,,web_reader_open_html,manual web-reader review 2026-07-28; content retrieved
