# --- 设备安全 (NCBI Prudent Practices Ch.7) ---
微波炉安全操作	设备安全	微波炉	4	过热;爆炸;电弧;微波泄漏	只使用专门设计的实验室微波炉。家用微波炉不适用。微波加热的特殊危害：极其快速的温度和压力升高、液体过热、电弧、微波泄漏。实验室微波炉有内置安全特性和操作规程来减轻或消除这些危害。操作者必须彻底了解操作程序和安全装置。避免微波暴露：严禁在门打开时操作。保持密封面绝对清洁。为减少火灾风险：不要过热样品，加热可燃材料时必须密切观察。不要在微波炉中使用金属容器或含金属物品（如搅拌棒）——可能引起电弧。通常不要加热密封容器——有爆炸危险。必须使用时选择专门设计的容器。螺帽必须在微波加热前取下——可用棉塞或泡沫塞替代以保持无菌。
离心机安全操作	设备安全	离心机	4	转子失效;飞溅碎片;爆炸	高速离心机和超速离心机依赖专门设计的转子。转子承受来自旋转力的高机械应力，有最大速度和特定重量载荷额定值。不当装载和失衡可导致旋转中转子脱落。转子失效危害：设备剧烈移动造成伤害或设备损坏；飞溅碎片造成人身伤害或设施损坏；某些机型因结构和材料可能爆炸。每次使用前平衡负载；不要过满离心管；确保盖子关闭后再启动；不超过转子最大质量或降低转速；遵守制造商安全转速说明；检查O型圈并定期用真空脂润滑密封；使用温和洗涤剂清洗转子（特别是铝转子）；遵守制造商的转子退役指南；易燃/危险材料使用时应保持离心机在适当排气系统负压下；保持使用和维护日志。
超声波设备安全	设备安全	超声波	2	噪音;组织损伤;灼伤	高强度超声在化学实验室中的使用大幅增长。16-100kHz频率间的人体超声暴露分为三类：空气传导、通过液体耦合介质直接接触、与振动固体直接接触。空气传导超声对健康危害不大，但高强度可听声可导致疲劳、头痛、恶心和耳鸣。超声设备运行时应用2cm厚木箱或声学吸收泡沫/瓷砖衬里的箱子封闭以大幅减少声波发射。避免身体与经受高强度超声的液体或固体直接接触——即使在较低声强下也可能发生细胞膜破裂导致的细胞死亡。接触超声振动固体（如声学喇叭）可导致快速摩擦加热和潜在严重灼伤。
蒸馏操作安全	设备安全	蒸馏	4	易燃溶剂;过氧化物;加热失效	易燃和可燃溶剂的蒸馏因存在热和易燃蒸气而危险。蒸馏应在惰性气氛下操作。真空蒸馏完成后用惰性气体回填装置。此类蒸馏应在通风柜中进行。使用中的蒸馏装置应全程有人值守，并应有自动高温关断装置。蒸馏有时可通过购买小批量高纯溶剂来避免。
溶剂蒸馏器(热蒸馏)安全	设备安全	溶剂蒸馏器	5	引火金属;钠;二苯甲酮;火灾	溶剂蒸馏器用于生产干燥无氧高纯溶剂。大多数高纯溶剂已可在市场上买到特制桶装或从柱纯化系统获取，热蒸馏应为最后手段。蒸馏器已造成多起火灾，部分导致严重伤害和实验室大面积损坏。使用引火金属（钠金属/二苯甲酮和镁金属/碘）作为干燥剂。蒸馏器必须定期淬灭以准备底部残渣处置。残留的活性金属暴露于空气可能自燃。始终在通风柜中设置蒸馏器。不要完全无人值守。用有机玻璃防护板保护操作者。在氩气或氮气下（而非空气中）停用蒸馏器。不要在蒸馏器还热时加入新鲜溶剂、干燥剂或指示剂。
压缩气体钢瓶安全	设备安全	压缩气体	4	高压;窒息;易燃;氧化	压缩气体定义为容器内绝对压力>276kPa(21°C)或>717kPa(54°C)的材料。必须谨慎处理各类压缩气体、钢瓶、调压器、管线和使用容器。优先选择与需求匹配的最小钢瓶。空钢瓶应退还供应商，严禁实验室人员自行充装。不鼓励购买不可退还的小型Lecture Bottle（避免积压和处置问题）。钢瓶必须清晰标识内容物——颜色编码不可靠（各供应商各不相同）。不接受未识别内容物的钢瓶。使用中钢瓶应有标签注明使用者和使用日期。如果标签模糊或内容无法识别，标注为"未知内容物"并联系制造商进行识别。
压缩气体钢瓶操作	设备安全	压缩气体	4	钢瓶倾倒;泄漏;调压器失效	钢瓶搬运必须小心：阀门保护盖在钢瓶固定并准备使用前不取下。严禁拖曳、滚动、滑动钢瓶或使其相互猛烈碰撞。始终用批准的轮式钢瓶推车运输（附固定带或链）。钢瓶必须始终牢固固定——用夹子和带/链在腰部和肩部之间固定在墙上。在地震活跃区域应在顶部和底部同时固定。钢瓶应放在通风良好的区域。惰性气体会造成缺氧可导致窒息。打开钢瓶阀门前必须确认合适的调压器已牢固安装并经过泄漏测试。缓慢打开阀门。不需要时关闭钢瓶阀门。安装限流器最小化过度流动风险。
压力容器和设备安全	设备安全	压力容器	4	爆炸;高压;材料失效	高压操作只应在专门为此目的配备的特殊腔室中进行。设备和压力容器必须适当选择、正确标记和安装，并由压力释放和必要的控制装置保护。容器材料不得与内容物发生腐蚀，不得与所研究的工艺反应。严禁在未设计并测试承受压力的密闭系统中进行反应或加热。高温压力系统应有正反馈温度控制器——使用简单调压器手动控制不是好做法。强烈推荐备份温度控制器（能同时记录温度并关闭无人值守系统）。每个压力容器应有唯一识别号或标签牌（含最大允许工作压力、该压力下的允许温度、材料结构）。
低温液体和深冷液体安全	设备安全	深冷液体	4	冻伤;窒息;氧气冷凝;压力积聚	深冷液体（沸点<-73°C）主要有：液氮、液氦、液氩。主要危害：冻伤、窒息、火灾或爆炸、压力积聚（缓慢或快速转化）和结构材料脆化。极度低温需要特殊小心——沸腾出的蒸气可造成与液体相同的问题。火灾/爆炸危险明显存在于氧气、氢气、甲烷和乙炔使用中。富氧空气可大幅增加普通可燃物的可燃性。因氧气沸点(-183°C)高于氮气(-195°C)、氦气(-269°C)或氢气(-252.7°C)，使用这些更低沸点的深冷液体时氧气可从大气中冷凝出来。深冷液体必须存放在专门为可能经受的压力和温度而设计的容器中。佩戴眼部保护（化学飞溅护目镜和面罩）处理液化气体。皮肤或眼睛接触深冷液体有特殊风险。
冷阱和冷浴安全	设备安全	冷阱冷浴	3	爆炸;氧气冷凝;冻伤	选择足够大和足够冷的冷阱以收集可冷凝蒸气。经常检查冷阱确保不被冻结材料堵塞。操作完成后，隔离冷阱、从冷却剂中取出、以安全和环保方式排放至大气压——否则压力可能积聚造成爆炸或吸入泵油。连续使用的冷阱应电冷却并用低温探头监控温度。使用冷浴时应戴合适手套和面罩。干冰的处理应戴干燥手套——不要将头伸入干冰箱（CO2比重>空气可导致窒息）。推荐干冰冷却液：异丙醇或乙二醇——避免常用的丙酮/干冰（替代品可燃性更低、不易起泡和飞溅）。液氮作为冷阱冷却剂需极度小心：系统在冷浴仍接触冷阱时打开可能凝结大气中的氧气，氧气与冷阱中有机材料结合会生成极易爆炸混合物。
真空操作和玻璃器皿安全	设备安全	真空操作	4	内爆;碎片飞溅;化学品泄漏;火灾	真空操作可能导致内爆和飞溅玻璃、化学品飞溅及火灾。虽真空蒸馏装置看似自带保护（加热套和柱绝缘），但这不足够——内爆可散落热易燃液体。使用防爆盾和全面罩保护人员；在实验室通风柜中操作。减压下的玻璃器皿应保持于防爆盾或通风柜门后、贴胶带或涂树脂（塑料）。仅在适当的屏蔽后使用玻璃容器进行压力和真空操作。每次使用真空装置前检查星形裂纹、划痕和蚀刻标记。仅使用专门设计用于减压操作的圆底或厚壁反应容器。修复后的玻璃器皿必须适当退火并用交叉偏振镜检查后方可重受真空或热应力。不要对大于1L的薄壁、锥形或圆底烧瓶抽真空。
杜瓦瓶安全	设备安全	杜瓦瓶	3	内爆;热冲击;飞溅玻璃	杜瓦瓶处于高真空状态，可因热冲击或极小的机械冲击而坍塌。用纤维增强摩擦带缠绕保护或放入木制/金属容器中以减少坍塌时玻璃飞溅的风险。如有破损可能，使用金属杜瓦瓶。带盖泡沫塑料桶可作为短期存放和运输深冷液体的更安全替代品——虽隔热不如杜瓦瓶但消除了内爆危险。
干燥器安全	设备安全	干燥器	3	内爆;化学品飞溅	如果使用玻璃真空干燥器，应为Pyrex或类似玻璃制成，完全用防护板围住或用胶带以网格方式缠绕——留下可见内容物的可视性同时保护免受玻璃飞溅伤害。塑料（聚碳酸酯）干燥器可降低内爆风险，但抽真空时也应罩防护板。推荐固体干燥剂。严禁搬运或移动抽真空的干燥器。打开阀门时小心操作避免突然进气导致干燥器内容物飞溅。
旋转蒸发仪安全	设备安全	旋转蒸发仪	2	内爆;玻璃飞溅;溶剂蒸气	旋转蒸发仪的玻璃组件应为Pyrex或类似玻璃制成。完全罩入防护板中以防止组件内爆时玻璃飞溅。逐渐增加转速和对需蒸发溶剂的烧瓶施加真空。
个人防护服装选择	PPE	实验服/防护服	2	化学品暴露;热;物理伤害	在有危险化学品使用的实验室中，露大面积皮肤的个人服装不合时宜。应穿扣好扣子、袖子放下的适当实验室工作服。实验室工作服应留在实验室中——最大限度减少化学品扩散到公共区域、餐饮区和办公区的可能。有可能污染或损坏个人服装时始终穿戴防护服装。选择因素：对物理危害的抗性、柔韧性和活动便利性、化学和耐热性、易于清洗或处置。
实验室鞋类防护	PPE	安全鞋	2	化学品泼溅;重物坠落;电气	并非所有类型的鞋都适用于存在化学和机械危害的实验室。应在危险化学品使用或机械操作区域穿结实的鞋。木屐、穿孔鞋、凉鞋和布鞋不能防护泼溅化学品。许多情况下建议穿安全鞋——搬运重物（如气瓶）时推荐钢头鞋。处理特别危险材料可能需要鞋套。导电底鞋防止静电积聚；绝缘底鞋可防护电击。
实验室眼部和面部防护	PPE	护目镜/面罩	2	飞溅;化学品泼溅;辐射;激光	适当眼部防护是在化学实验室工作的要求。普通处方眼镜配硬质镜片不能作为实验室眼部防护。适当实验室眼面防护包括：防飞溅冲击护目镜（化学品泼溅护目镜）、保护喉部的全面罩、及特殊眼部防护（防紫外光或激光）。有飞溅粒子危险时戴防冲击护目镜；需全脸和喉部保护时戴带安全眼镜和侧罩的全面罩。工作中有腐蚀性化学品、蒸气或颗粒物时推荐ANSI Z87.1-2003化学品泼溅护目镜。可能有液体泼溅时同时戴面罩和化学品泼溅护目镜。处理爆炸性或高危险化学品时使用带喉部保护的全面罩。可能暴露于激光、紫外光、红外光或强可见光时戴专业眼部防护。
实验室手套防护	PPE	防化手套	2	化学渗透;割伤;冷热	使用与危害程度和类型相适用的手套。处理危险化学品、有毒材料、未知毒性材料、腐蚀性材料、粗糙或锋利物体、及极热或极冷物体时戴适当防护手套。使用前检查手套完整性——检查变色、穿孔或撕裂。一次性乳胶/丁腈/乙烯基手套因薄度和组成不适宜处理高毒化学品或溶剂。Kevlar或皮革防割手套用于处理碎玻璃、将管插入塞子及处理锋利物体（不需要化学品防护时）。极热或极冷材料处理戴隔热手套——深冷液体手套必须不透液但足够宽松容易甩脱。处理电气设备时戴绝缘橡胶手套。单一手套不能提供所有防护时应戴双层手套。手套被污染或撕裂应立即更换。脱手套前清洗或去污；脱下手套留在工作区域中。
实验室安全淋浴和洗眼器	应急设备	安全淋浴/洗眼器	2	化学品泼溅;应急响应	安全设备（溢出控制套件、安全屏蔽、消防安全设备、呼吸器、安全淋浴和洗眼器及应急设备）应在所有化学实验室中显眼标记的高可见位置可用。火灾报警拉手和应急联系电话必须随时可及。安全设备应定期（每3-6个月）检查以确保需要时正常运作。实验室主管或安全协调员负责建立例行检查制度、验证检查记录适当保存和归档。目视检查并测试安全淋浴和洗眼器机械功能——根据需要冲刷管中积垢。灭火器检查破损密封、损坏和低压指示。SCBA至少每月和每次使用后检查。
实验室火灾应急程序	应急场景	火灾	5	火灾;爆炸;化学释放	发生火灾、爆炸、化学品泄漏或医疗事件时推荐以下通用应急程序：在所有危险区域电话旁清楚张贴应急电话号码。因各机构应急响应（人员、联系方式、程序）差异很大，所有实验室人员应接受适当培训并了解其特定机构的规程。火灾时：立即拉响火灾报警；通知周围人员；在安全且经过培训的情况下使用适当灭火器扑灭小火；大规模火灾立即撤离；关闭门窗以限制火势；不要使用电梯；到指定集结点集合并向应急响应人员报告情况。
