# --- 电气安全 ---
紫外线(UV)灯安全使用	辐射安全	紫外线	2	UV辐射;皮肤癌;眼部伤害;臭氧	紫外线灯（包括生物安全柜内的UV消毒灯、手持UV灯、透射灯等）的安全使用：1) 始终佩戴防UV护目镜或全面罩——UV-B和UV-C辐射可导致严重角膜灼伤（光角膜炎/雪盲）；2) 用长袖服装和手套保护皮肤——UV辐射是已知人类致癌物（皮肤癌）；3) 在封闭系统中使用UV灯——例如生物安全柜的UV灯仅在柜门关闭时使用；4) 不要直视UV光源；5) 张贴UV辐射警告标识；6) 注意UV灯产生臭氧（特别是短波长UV）——需要适当通风；7) 定期清洁UV灯管——灰尘和残留物会降低杀菌效果并可能产生有害副产物。
微波和射频辐射安全	辐射安全	微波/射频	2	热效应;非热效应;心脏起搏器	实验室微波炉已在设备安全章节讨论。其他产生微波或射频辐射的实验室设备（如射频等离子体发生器、微波反应器、NMR等）的安全：1) 操作者接受培训了解正确操作和暴露预防措施；2) 设备运行时正确放置屏蔽和保护罩；3) 定期进行射频泄漏检测（对微波炉尤其重要）；4) 在设备上或附近张贴警告标识以保护佩戴心脏起搏器的人员（射频场可干扰起搏器功能）；5) 维修时切断电源并确保电容放电；6) 遵循制造商安全操作和维护说明。
# --- 人体工学/实验室人体工程 ---
实验室移液操作人体工学	人体工学	移液	2	重复性劳损;手腕炎;拇指腱鞘炎	长时间移液操作可导致手部和腕部重复性劳损（RSI）。预防措施：1) 使用适合手型的移液器——试用不同型号找到最佳适配；2) 交替使用手指和拇指操作，不是每次都使用同一手指；3) 使用电动移液器替代手动移液器进行大批量操作；4) 每20-30分钟移液后休息2-3分钟并做手部伸展运动；5) 移液时手腕保持自然（中立）位置——不要过度弯曲或扭曲；6) 使用带有吸头弹出按钮的移液器减少拇指力量消耗；7) 调整座椅和工作台高度使移液操作时前臂接近水平。
实验室显微镜工作站人体工学	人体工学	显微镜	2	颈痛;背痛;眼部疲劳	长时间使用显微镜可导致颈部和背部疼痛、眼部疲劳。最佳实践：1) 使用可调节高度的座椅使眼睛与目镜齐平——不要弯腰前倾；2) 使用带有可调目镜的显微镜（可调节目镜角度以适应不同用户）；3) 使用可调节扶手支撑前臂；4) 定期做眼部休息——每隔20分钟从目镜移开视线、远望20英尺外物体20秒（20-20-20规则）；5) 保持双足平放地面或脚踏——不要在显微镜前交叉腿坐；6) 交替使用双眼观察——不要总是用同一只眼。
实验室通风柜操作人体工学	人体工学	通风柜	2	前倾;臂部疲劳;背部疲劳	通风柜操作的人体工学考虑：1) 将通风柜前窗调整到正确工作高度——不应导致过度的前倾或伸臂；2) 在通风柜内工作时使用臂托或垫子减少臂部压力；3) 避免在通风柜内放不必要物品——物品越多需要伸得越远；4) 操作期间尽量减少前窗高度变化；5) 使用可调节高度的实验室凳以便坐着操作通风柜（对于较低高度任务）；6) 工作结束后降低前窗至最低停止位；7) 避免长时间站立在通风柜前——在长时间实验中交替坐和站。
实验室座椅和工作站位	人体工学	工作站	1	腰背疼痛;下肢疲劳;静脉曲张	实验室工作站设置指南：1) 实验室座椅应具有可调节高度、腰部支撑和带脚轮的五脚底座；2) 坐面高度应使大腿与地面平行、双脚平放；3) 工作台面高度应允许肘部弯曲约90度时进行精细操作（通常桌面高度36-40英寸适合站立操作，28-34英寸适合坐姿操作）；4) 需要长时间站立时使用防疲劳垫——减少下肢和背部压力；5) 在坐姿和站姿之间交替——不要连续站立超过4小时或连续坐超过1小时；6) 常用物品放在伸手可及的范围内——避免频繁弯腰或拉伸取物；7) 重物（>5磅/2.3kg）存放在腰部高度——不高也不低。
# --- 化学储存与隔离 ---
化学品危险等级分类与隔离储存要求	化学	危化品储存	3	爆炸;火灾;有毒气体;腐蚀	基于化学品危险等级的分隔储存系统：Hazard Class 1（爆炸品）：存放在防爆柜中，远离热源、明火和撞击可能；Hazard Class 2（压缩气体）：气瓶固定存放，可燃气体与氧化性气体分离，存放在通风良好区域；Hazard Class 3（易燃液体）：存放在防火安全柜中，总量受控，远离氧化剂和火源；Hazard Class 4（易燃固体）：远离氧化剂和水源，存放于阴凉干燥处；Hazard Class 5（氧化剂）：与可燃物、还原剂和有机材料物理隔离——氧化剂火灾极难扑灭且不用水灭火；Hazard Class 6（毒物/有毒物质）：存放在通风、安全且有门禁控制的区域——实验室中的剧毒品需双人双锁；Hazard Class 7（放射性物质）：存放在指定放射性区域，有屏蔽和标识；Hazard Class 8（腐蚀品）：存放在耐腐蚀柜中——酸和碱分别存放，氧化性酸（硝酸、高氯酸）与有机酸和可燃物隔离。
常见不相容化学品组合	化学	危化品隔离	4	爆炸;有毒气体;火灾;剧烈反应	常见不相容化学品组合（严禁混存）：1) 酸与碱——剧烈放热反应；2) 氧化剂（硝酸、高氯酸、过氧化氢、高锰酸钾、重铬酸盐）与还原剂/有机物/易燃物——可爆炸或着火；3) 硝酸与乙酸/乙醇/丙酮——形成爆炸性混合物；4) 浓硫酸与水——剧烈放热可导致沸腾和溅射（始终将酸加入水中，而非相反！）；5) 次氯酸盐（漂白水）与酸——释放有毒氯气；6) 次氯酸盐与氨/胺——形成爆炸性氯胺类化合物；7) 碱金属（钠、钾）与水——剧烈反应产生氢气并可能着火/爆炸；8) 叠氮化物与重金属（铜、铅）——形成冲击敏感的爆炸性叠氮化金属盐。不相容化学品不仅需分开储存，在实验操作中也必须分离。
化学库存管理与减量策略	化学	库存管理	1	过期;库存冗余;安全隐患;成本	有效化学品库存管理策略：1) 维护准确的电子化学品库存清单——记录每种化学品的名称、CAS号、数量、位置、收到日期和首次开启日期；2) 采购前先查库存——避免不需要的重复购买；3) 仅购买实验所需的合理最小量（不超过一年用量）；4) 定期（至少每年一次）清点库存——识别并移除过期或不再需要的化学品；5) 过期化学品可能更危险——过氧化物形成物、干燥变质的爆炸性化合物等；6) 用"先开先用"（FIFO）原则使用化学品；7) 将库存共享作为部门常规做法——鼓励实验室间共享资源；8) 紧凑库存降低火灾荷载、减少储存空间需求、降低过期风险和废物处置成本。
# --- 实验室清理和日常管理 ---
实验室日常整理与内务管理	管理制度	内务管理	1	滑倒;绊倒;化学品暴露;火灾荷载	良好实验室内务管理不仅是美观问题——更是基本安全要求。核心要求：1) 工作台面保持清洁有序——仅放置当前实验必需的化学品和设备；2) 地板无杂物——电线不得横跨过道（使用架空线架或地槽盖板）；3) 立即清理溢漏——即使是水溢漏也需清理（滑倒危险），化学品溢漏按程序处理；4) 出入口、应急设备（洗眼器/安全淋浴/灭火器）和配电板前保持畅通——严禁在这些位置前放置物品；5) 化学废物容器保持密闭并妥善标记——不在工作区积压过满废物容器；6) 每天结束时清洁工作区域；7) 定期清理冰箱/冰柜——除去不需要的、过期的或未标记的样本；8) 实验结束后移除所有化学品到正确的储存位置。
实验室玻璃器皿清洗安全	设备安全	玻璃器皿清洗	2	割伤;化学残留;感染	实验室玻璃器皿清洗要求：1) 清洗前评估玻璃器皿中所含化学品的危险性——某些化学品（如氢氟酸）即使在微量残留下也极其危险；2) 穿戴适当PPE：防化学泼溅手套（厚丁腈或橡胶，不是一次性薄手套）、护目镜/面罩、防液实验服或围裙；3) 不在水槽中清洗被强氧化剂或剧毒物质严重污染的玻璃器皿——这些应通过危废处置；4) 手工清洗时使用刷子远离身体方向刷洗——不要将手伸入装有洗涤液的玻璃器皿中直接擦洗；5) 破损或有星形裂纹的玻璃器皿应报废——不尝试修复；6) 用有机溶剂预冲洗后的玻璃器皿在烘箱干燥前必须用蒸馏水再冲洗——防止烘箱内形成爆炸性混合物；7) 铬酸洗液因其六价铬致癌性不推荐使用——使用无铬替代品（如Alconox、Nochromix）。
实验室安全管理标识要求	管理制度	安全标识	1	GHS;危害信息;应急标识	实验室安全标识系统要求：1) 所有化学品容器必须有清晰、完整和牢固的标签——至少包含化学品名称、浓度、危害图标（GHS象形图）、信号词和接收日期；2) 冷藏/冷冻箱、烘箱等储存设备应标注内容物的主要危害类型（如"易燃"、"有毒"）；3) 实验室入口张贴：实验室负责人姓名和联系方式、PPE要求、主要危害警示（生物危害、放射性、激光等）和应急联系人；4) 通风柜标注最大允许存储量和适用/不适用操作类型；5) 安全设备（灭火器、洗眼器、安全淋浴、急救包）的位置应有醒目绿色/红色标识并可从室内各处看见；6) 废物容器用橙色"危险废物"标签清晰标注成分和危害；7) 过期或模糊的标签及时更新——无标签容器按未知化学品处置。
# --- 特别危险物质的安全操作补充 ---
苯酚安全操作与急救	化学	特别危险化学品	4	苯酚;腐蚀;全身毒性;经皮吸收	苯酚（石炭酸）为高毒性化学品——可通过皮肤迅速吸收引起全身中毒。特殊注意事项：1) 苯酚在实验室应有专门的标准操作程序（SOP）并需预先批准方可使用；2) 所有苯酚使用者必须接受专门培训——了解苯酚的独特危害、PPE要求和急救措施；3) 实验室需配备苯酚专用急救包（含聚乙二醇300/400或异丙醇用于皮肤去污）；4) 皮肤接触的急救步骤：立即脱去污染衣物；立即用聚乙二醇(PEG 300或400)或异丙醇擦拭污染皮肤区域——反复擦拭直到苯酚气味消失（PEG/异丙醇可溶解苯酚并将其从皮肤上去除）；然后用大量清水冲洗；急救后立即就医——即使症状不明显也必须就医，因为全身效应可能延迟出现。苯酚暴露症状：白色/褐色皮肤变色（可能无痛，因苯酚有局部麻醉作用）、恶心、头晕、呼吸急促、心律失常、休克。
高氯酸安全使用	化学	特别危险化学品	5	高氯酸;强氧化剂;爆炸;金属高氯酸盐	高氯酸为强氧化剂和强腐蚀性酸。特殊危害：高氯酸与金属反应可生成对冲击高度敏感的金属高氯酸盐——在普通通风柜中使用即可发生。必须使用专门设计的高氯酸通风柜（带冲洗系统以防高氯酸盐结晶积聚在管道中）。高氯酸与有机物反应可爆炸。安全要求：1) 必须在专门的高氯酸通风柜中操作——严禁在普通通风柜中使用高氯酸；2) 使用最小量——减少爆炸风险；3) 与所有有机物和还原剂隔离；4) 高氯酸不应在实验室中存放超过一年——随着时间的推移可形成不稳定的分解产物；5) 因反应性严禁中和——所有高氯酸废物必须通过危废程序处置；6) 高氯酸溅出必须立即清理但绝不能使用有机吸收材料（如纸巾、锯末）——使用专用无机吸收剂。
苦味酸(2,4,6-三硝基苯酚)安全	化学	特别危险化学品	5	苦味酸;爆炸性;干燥;冲击敏感	苦味酸为潜在的爆炸性化学品——尤其是在干燥状态下。历史上，苦味酸曾被用作染色剂和固定剂，但其干燥后形成对冲击、摩擦和热高度敏感的苦味酸盐（金属苦味酸盐比苦味酸本身更敏感）。安全要求：1) 苦味酸必须保持在湿润状态——瓶中始终保持足够量的水（苦味酸含水量>30%）；2) 定期（至少每6个月）检查苦味酸瓶——检查水量和瓶盖状况；3) 如果发现干燥的苦味酸瓶——不要打开、移动或触碰容器！立即通知EHS！干燥苦味酸晶体可能已在瓶盖螺纹处形成，打开时的摩擦力足以引爆；4) 新购苦味酸应注明日期并记录含水量；5) 考虑使用非爆炸性替代品；6) 苦味酸与金属（铅、铜、铁、锌）接触可形成对冲击极为敏感的金属苦味酸盐，极易爆炸。
# --- 实验室去污和退役 ---
实验室退役与清场要求	管理制度	实验室退役	3	化学残留;生物污染;放射性污染;设备	实验室工作人员离职或实验室迁址时的退役要求：1) 化学品：清点所有化学品——不需要的通过危废程序处置，仍需要的连同SDS转交继任者或转移到新位置；2) 生物材料：按照机构生物安全规程处理和处置——高压灭菌后处置或转交授权人员；3) 放射性材料：按辐射安全规程转移或处置——如有残留污染进行去污；4) 压缩气体：退还供应商或转交继任者——不得丢弃在实验室区域；5) 设备和玻璃器皿：彻底去污（用适当溶剂或洗涤剂清洗）并标注"已去污"后移交——未经去污的设备不得送往维修或处置；6) 工作表面：擦拭测试以确保无化学残留（特别是对于使用过高毒性物质的工作区）；7) 冰箱/冰柜/通风柜/手套箱：彻底清空、去污除冰（不要用锋利物凿冰——可能损坏制冷管线）；8) 填写实验室退役检查清单并经EHS审核；9) 移走所有安全标识和标签。
