# --- 危废管理 (Cornell Hazardous Waste Manual) ---
废油管理	危废处置	化学	2	废油;回收;PCB;污染	未污染的废油不属于危险废物，应收集并回收。严禁将其他化学废物混入废油。如废油中加入了危险废物（如易燃溶剂或重金属），混合物不能回收,必须按危险废物处理。含PCB的废油若>50ppm即视为危险废物。回收的废油需标记"Used Oil"。
汞废物管理	危废处置	化学	4	汞;神经毒性;回收;泄漏	金属汞应收集并回收。装入密封防漏的瓶或小瓶中。破碎的水银温度计入防漏容器或密封塑料袋。不要用硫磺、硝酸或水处理（会增加危废量且使汞无法回收）。可使用商业汞吸收粉。汞泄漏（包括破碎温度计）必须清理，泄漏碎片通过危废程序处置。在通风柜外发生汞泄漏应立即离开房间并拨打911。严禁使用普通吸尘器清理汞（会使其气化扩散）。
乙啶溴化铵(EtBr)废物管理	危废处置	生物	3	EtBr;致突变;核酸染料;活性炭吸附	致突变化学品如乙啶溴化铵(EtBr)因其与遗传物质相互作用的能力构成重大危害。所有EtBr废物必须作为化学危废管理。含EtBr的固体废物（手套、纸巾等）、凝胶、液体溶液——无论UV下是否发荧光——都必须通过危废程序处置。替代方案：使用SYBR Safe、GelRed或GelGreen等低致突变替代品。
EtBr废液去活化	危废处置	生物	3	EtBr;活性炭;树脂吸附;去活化	水性EtBr溶液可用活性炭吸附处理（碳"茶包"或BondEX去活化柱）。处理后的滤液在UV灯下确认无荧光后可按制度排放。废碳/滤芯/茶包按危废处置。稀释EtBr溶液(≤100μg/mL)可用Amberlite XAD-16树脂吸附。EtBr的表面去活化：用实验室洗涤剂或活性炭湿巾彻底擦拭，用UV灯(302-312nm)检查无橙色荧光。所有去活化用擦拭材料按危废处置。
过氧化物形成化学品的废物管理	危废处置	化学	5	过氧化物;爆炸;震动敏感;检测	许多常用有机溶剂可通过氧化形成对冲击、热和摩擦敏感的过氧化物。过期、变色、粘度异常或有晶体形成的过氧化物形成物极其危险——不要试图打开或移动容器！立即通知同区域人员并联系EHS。过氧化物形成物的清单和检测方法详见实验室安全手册和CHP。
不明化学品管理	危废处置	化学	4	不明化学品;未知废物;标签;特征化	必须尽一切努力对所处置的化学品提供准确描述。没有准确描述的化学品无法安全处理或处置。废物处置公司不会接受不明化学品废物（除非产生者付费分析），分析费用可能非常昂贵。不明化学品主要由标签不良和不规范管理造成。所有化学品容器必须有标签。产生者必须对不明物进行现场测试（pH、溶解度等）后再送检。处置不明物须填写不明化学品特征化表。
反应性和潜在爆炸性化学品废物	危废处置	化学	5	爆炸性;过氧化物;苦味酸;硝基化合物	反应性化学品（强氧化剂和还原剂、空气/水反应性化学品）必须通过危废管理程序处置。部分化合物随时间可因污染（空气、水、其他物质）或干燥变得不稳定甚至可爆炸。如发现可疑爆炸性化学品——不要移动容器！这些化合物可能对冲击、热和摩擦敏感。立即通知同区域人员并联系EHS。潜在爆炸性化学品例：过氧化苯甲酰(干燥)、重氮化合物、2,4-二硝基苯肼(干燥)、硝化纤维素、过氧化物形成物、苦味酸(干燥)、氨基钠、三硝基化合物。
气瓶和Lecture Bottle处置	危废处置	化学	3	气瓶;Lecture Bottle;处置费用;制造商回收	气瓶和Lecture Bottle的处置费用高昂，尤其是内容物不明的。确保所有气瓶和Lecture Bottle有标签并录入化学品清单。订购前确认制造商是否接收空瓶回收——尽量选择接收回收的制造商。
实验室危废减量化策略	管理制度	通用	2	减量化;化学品库存;采购控制;微观实验	废物减量化策略：1) 维护当前化学品库存，先查库存再订购；2) 仅订购实验所需最小量，不超过一年用量；3) 使用非危险替代品替代高毒性/反应性/致癌化学品；4) 适当储存以延长化学品使用寿命；5) 尽量选择接收回收的气瓶制造商；6) 考虑改用微观实验——减少化学品用量、降低火灾爆炸风险、减少废物量和储存空间需求。
危废标签填写规范	操作规范	通用	3	危废标签;EPA;DOT;危险废物	危废标签必须填写完整：建筑和房间号、申请人姓名和电话、化学品类型、每种成分的化学名称和重量或体积。禁止使用商品名、缩写或化学式。成分多的可附加纸张贴于容器标签上。粘性标签有两部分——上联放入UN运输箱随废物，下联留存。绿色双联危废标签上的撕下条可先贴于瓶身方便逐步填写。废物容器需用HDPE塑料桶/玻璃瓶——禁止使用食品容器、橡胶塞瓶或漂白水瓶。
非危险实验室废物-常规垃圾处置	危废处置	通用	1	非危险废物;常规垃圾;安全处置	以下固体化学品不视为危险废物，可按常规垃圾处置（但包装必须牢固，由实验室人员直接投入垃圾箱）：有机类——酶、糖和糖醇、淀粉、天然氨基酸及其盐、柠檬酸及其Na/K/Mg/Ca/NH4盐、乳酸及其Na/K/Mg/Ca/NH4盐。无机类——硅胶（未污染）、硫酸盐(Na/K/Mg/Ca/Sr/NH4)、磷酸盐(Na/K/Mg/Ca/Sr/NH4)。
非危险实验室废物-下水道排放	危废处置	通用	2	下水道排放;非危险废物;限制条件	允许下水道排放的化学品（仅限符合以下全部条件）：无毒、无致癌/致突变/致畸性、不易燃、无腐蚀性(pH 5.5-9.5)、不产生有害气体、非恶臭物质。排放后用20倍水量冲洗。严禁下水道排放：任何含重金属的溶液、有机溶剂、任何RCRA危险废物、对环境有持久性影响的物质、含PCBs的废物。任何意外排放入下水道必须立即通知EHS。
化学污染物品(CCI)处置	危废处置	化学	2	CCI;空容器;RCRA;手套	化学污染物品（手套、台面垫、移液管、试管等）仅在非危险、非可燃、非反应性、非致癌、非致突变、非感染性、非放射性且污染物非高毒条件下可入常规垃圾。不符合条件则作为危废处置（标记"化学污染物品"、污染物名称和比例）。RCRA空容器定义：通过所有可行手段（倒、泵、刮等）清空且残留<1英寸或<3%总重量（<119加仑容器），且未装过P类急性毒性物质。
