实验室内务管理要求	通用	安全制度	1	内务;消防;应急	良好的实验室内务管理包括：保持工作区域无杂物、垃圾、闲置设备和过期化学品容器；所有化学品容器不用时保持关闭；及时清理化学品泄漏并检查邻近表面有无飞溅残留；始终保持应急和安全设备通道畅通（洗眼站、应急淋浴、灭火器、配电板、泄漏套件、紧急出口）；保持至少3英尺的通道和设备间距；重物和大件物品存放在低层货架上；取用高处物品必须使用活梯禁止站在椅子上。	实验室日常内务管理有哪些基本要求？
实验室单独工作安全措施	通用	安全制度	3	单独工作;人身安全;应急	如确需单独工作应采取以下预防措施：1）通知附近联系人——开始工作前通知区域内某人。2）建立伙伴系统和定期签到——高风险任务必须实施伙伴系统：伙伴每15-30分钟通过亲自到实验室查看或电话/消息检查。3）使用RAVE Guardian安全计时器——允许设置安全计时器，如计时器过期通知指定监护人，紧急情况可直接报警。绝对不得使用校警替代实验室伙伴——校警不负责监控单独工作的实验人员。	必须在实验室单独工作时应采取哪些安全措施？
必须使用伙伴系统的操作清单	通用	安全制度	3	高风险操作;伙伴系统	以下操作不得单独进行必须实施伙伴系统：涉及有毒或危险化学品的实验（尤其是吸入危险）；涉及高压设备的实验；使用大量低温材料；涉及不稳定（爆炸性）材料的实验；操作3B或4类激光；大量易燃/酸性/碱性化学品的转移；更换含危险内容物的压缩气瓶。PI和实验室主管负责确保制定单独工作程序并由实验室人员遵守。	哪些实验室操作不能单独进行必须使用伙伴系统？
实验室无人值守操作安全要求	通用	安全制度	3	无人值守;过夜实验;设备安全	无人值守操作指设备或流程在无人员在场时继续运行。要求：门上或显眼位置张贴信息/警告标志（含操作简述、涉及化学品/材料、主要危险、负责人姓名和联系电话）；使用二次防漏托盘；使用安全防护罩并保持通风柜拉门降低；移除不必要化学品/设备/可燃材料；可行时使用自动关闭装置或联锁（如冷却水失流、过温保护）；关键设备连接到应急电源插座。如危险无法充分控制应调整、延期或有人员主动监管。	实验需要过夜或无人值守运行时应做好哪些准备？
实验室通风速率和压力关系要求	通用	工程控制	2	通风;工程设计;化学品	实验室通风是关键的工程控制措施。Cornell通用实验室空间通常采用6次/小时（有人）/3次/小时（无人）或8次/小时（有人）/4次/小时（无人）的换气率。研究实验室通常对走廊和办公区保持负压。实验室使用功能变化可能影响现有通风是否仍然合适——应通知EHS。实验室人员应保持实验室门关闭；注意异常状况（如实验室外有持久化学气味或门口异常气流）；温度/舒适问题不应通过改变通风设施解决。	实验室通风系统有哪些基本设计原则？实验室人员应注意什么？
紧急洗眼器和安全淋浴要求	通用	应急设备	3	化学品飞溅;眼部伤害;皮肤伤害;腐蚀性	紧急洗眼器和安全淋浴是关键的工程控制措施。OSHA 29 CFR 1910.151要求使用危险化学品的实验室必须有方便可及的紧急洗眼和/或淋浴设备。额外要求见ANSI/ISEA Z358.1。关键要求：设备必须易于取用、清晰标识、无障碍物；一般应在危险源约10秒行程内可达；必须提供足量温水连续冲洗以支持有效去污。手持挤压瓶或个人洗眼瓶不能替代管道式设备。	实验室紧急洗眼器和安全淋浴有哪些配置和维护要求？
紧急洗眼器每周激活和检查制度	通用	应急设备	2	化学品飞溅;维护;记录	实验室负责每周激活管道式紧急洗眼器。激活时间应足够长以验证正常操作（充足流量和喷淋模式）并冲洗管路。每周激活必须使用洗眼器测试表记录。洗眼器和淋浴器必须随时可触及——不得用推车、设备、储物或家具堵塞通道。如设备功能不正常立即报告Building Coordinator。如设备无法使用张贴禁用标志并确定附近可用的替代设备直到维修完成。	实验室洗眼器需要多久检查一次？如何检查？
紧急洗眼器和安全淋浴使用程序	通用	应急处置	4	化学品飞溅;眼部伤害;皮肤伤害;急救	紧急情况下立即开始持续冲洗。眼部接触化学品：呼救——立即前往最近洗眼器并完全启动——将眼睛置于水流中——撑开眼睑并转动眼球——连续冲洗至少15分钟——HF暴露遵循专门的HF防护程序——冲洗后寻求医疗评估。皮肤接触危险化学品：呼救——立即前往最近紧急淋浴并启动——开始脱去污染衣物（冲洗优先）——连续冲洗至少15分钟——冲洗后寻求医疗评估。协助他人时帮助其到达并启动洗眼器/淋浴器。Cornell紧急情况：座机打911，手机拨打607-255-1111。有效冲洗是优先事项——不要因水浸或财产损失停止冲洗。	化学品溅到眼睛或皮肤时如何正确使用紧急洗眼器和淋浴？
化学品标签要求——缩写编号和颜色编码	化学	危化品储存	2	化学品标签;合规	使用缩写（如结构式、分子式或首字母缩写）是可以接受的。但如使用任何缩写必须在可见位置张贴缩写对照表。对照表必须包含缩写和化学品名称。对于太小无法写出化学品名称的小容器可实施替代标识系统：将小瓶放入Ziploc袋并在外包装上标注化学品名称；使用标价签式标签系在容器上；试管架中的小瓶——可标注试管架为化学品名称，小瓶标记对应的缩写/颜色/数字/字母代码。对于颜色编码系统请注意部分实验室人员可能色盲。	实验室小容器上的化学标签有什么要求？可以使用缩写或编号吗？
化学品收货和拆箱安全要求	化学	危化品储存	2	化学品接收;库存管理;消防安全	化学品生命周期管理从收货开始。延迟拆箱是化学品库存缺口和火灾荷载累积的最常见来源之一。要求：收到化学品后立即从所有运输包装中取出——纸箱和泡沫塑料不得留在化学品储存区域；运输容器和包装仅供运输——化学品放入指定储存位置后所有包装必须移走并处理；收到后在容器上标注日期；收到和拆箱后立即录入化学品库存。化学品不得长期存放在地板上。	收到新化学品后应如何进行拆箱和入库？
化学品容器标签基本要求	化学	危化品储存	3	化学品标签;合规;安全	无标签容器从定义上就是未知危险。所有化学品容器必须始终贴有标签包含完整化学品名称和危害信息。定期检查标签——更换任何已褪色、模糊或脱落的标签。次级容器（烧杯、转移容器、分装瓶）即使仅短期使用也必须标注。标注所有冰箱和冷冻柜外部标明内容物类别（如仅化学品禁止食品和饮料）。	实验室所有化学品容器必须具备什么样的标签信息？
化学品按危险类别分存的要求	化学	危化品储存	4	化学品分存;兼容性;火灾	按字母顺序存放化学品是已知的实验室火灾和有毒气体释放原因。应按危险类别兼容性存放所有化学品而非按名称。查阅化学品SDS第7节（操作/储存）和第10节（反应性）以确认兼容性。特别注意高氯酸——高氯酸是氧化性酸必须相应隔离，但因蒸气可在管道和表面沉积冲击敏感的过氯酸盐，仅可在配备非反应性管道和集成冲洗系统的专用高氯酸通风柜中使用。	为什么不能按字母顺序存放化学品？应该如何分存？
过氧化物形成化学品的安全管理	化学	危化品储存	4	过氧化物;爆炸;储存期限	过氧化物形成化学品能够随时间形成冲击敏感的结晶过氧化物。高风险类（需要严格标注日期、定期测试和按期处置）：乙醚、THF、1,4-二氧六环、异丙醚等环状或支链醚类。低风险类（仅在不利条件下）：异丙醇、乙醇、某些烯烃。管理要求：收货时标注日期；每6个月测试过氧化物形成情况；超过安全储存期限的必须处置；不要尝试打开有可见结晶的容器——立即联系EHS；仅保留所需数量。	哪些化学品容易形成过氧化物？如何安全管理和处置？
实验室化学品物理储存实践	化学	危化品储存	2	化学品储存;货架;防漏;FIFO	柜子和货架组织：大瓶放在后面小瓶放在前面；所有标签朝外；应用FIFO原则（先进先出）；使用带防滚边的货架或等效约束防止瓶子掉落。实验台和通风柜：台面存放保持最少——仅当前使用的试剂其余用后归位。地板存放禁止。次要防漏容器：所有液体化学品容器需要次要防漏容器；防漏容量至少为主要容器容积的110%。环境控制：不存放在阳光直射或热源旁；需冷藏的化学品仅存放在适合该化学品类型的制冷设备中。	化学品在货架、实验台和通风柜中应如何物理摆放？
化学品库存最小化和生命周期管理	化学	危化品储存	2	库存管理;减废	仅订购当前研究所需数量。订购前首先检查化学品库存系统以确定所需化学品是否已存在于本实验室或邻近愿意共享的实验室中。定期检查容器过期日期——过期化学品立即通过EHS危险废物项目处置。容器不用时保持关闭——敞开容器加速降解、增加蒸气暴露和导致意外反应。	如何减少实验室化学品库存并有效管理化学品生命周期？
化学品储存区域的应急准备	化学	危化品储存	3	应急;泄漏;消防	泄漏套件和泄漏控制设备必须在所有化学品储存和使用区域立即可取。所有人员必须知道泄漏套件的位置并接受使用培训。紧急洗眼器和淋浴设备必须可在10秒或50英尺行程内从处理危险化学品的任何位置到达。了解任何化学品特定的应急响应要求（如HF使用区域必须配备葡萄糖酸钙）。如需进一步信息致电EHS或发送电子邮件至askEHS@cornell.edu。	化学品储存区域需要哪些应急设备和准备？
特殊危险品类的储存要求	化学	危化品储存	2	危险化学品;特殊储存;安全管理	易燃和可燃液体：最佳实践是将易燃化学品存放在适当评级的易燃品储存柜中；不要将酸存放在易燃品储存柜中（例外：浓度>=80%的醋酸需存放在易燃柜中）；不要将易燃液体存放在标准非防爆冰箱中。腐蚀性液体：必须存放在耐腐蚀柜中；腐蚀性化学品不得存放在视线水平以上；所有液体腐蚀品容器需要次要防漏容器。特别危险物质（PHS）和剧毒化学品：剧毒化学品必须存放在上锁的次要防漏容器中；量减至最少数量；了解任何需要的解毒剂（如HF的葡萄糖酸钙）。	易燃液体、腐蚀品和特别危险物质各有什么特殊储存要求？
低温液体通用安全操作规范	物理	低温安全	4	低温;冻伤;窒息;压力	低温液体必须仅在使用专门设计承受极低温度的容器和管道系统中处理和储存。露天低温容器（如杜瓦瓶）的转移操作必须缓慢进行以最大程度减少低温液体沸腾和飞溅。仅在通风良好的区域进行此类操作以防止气体或蒸气积聚造成缺氧环境——如无法满足需安装氧气监测仪。所有低温系统包括管道必须配备压力释放装置。如容器持续排空、完全不排气或外部结霜，不要尝试清除阻塞——将容器移到偏远位置或通知他人问题——联系供应商寻求帮助。液氮杜瓦瓶盖设计为紧密贴合但也允许周期性排气防止过压——绝不试图密封液氮杜瓦瓶盖。	处理低温液体（液氮/液氦/液氢/液氧）有哪些通用安全要求？
液氮的特殊危险和安全注意	物理	低温安全	3	液氮;低温;窒息;氧气冷凝	由于液氮沸点低于液氧沸点，氧气可能在液氮冷却的任何表面上冷凝。如果系统随后被关闭且液氮被移走，冷凝氧气的蒸发可能导致设备过压或与可燃材料接触时引起化学爆炸。空气不得进入低于氧气沸点的封闭设备中。任何涉及广口杜瓦瓶等露天容器的转移操作必须缓慢进行。从露天容器转移液氮必须在倾倒者胸部以下水平进行。如果使用液氮或液氦冷阱从可由阀门关闭的真空系统中去除可冷凝气体杂质，在冷阱升温时冷凝气体将被释放——必须提供压力释放手段。	液氮有哪些特殊危险？使用时需要额外注意什么？
液氦安全要求	物理	低温安全	4	液氦;低温;超流;压力	液氦必须通过氦气加压在适当设计的传输线中转移。液氦接触空气时可能发生重大安全危险——空气在接触液氦时固化。所有液氦容器必须配备压力释放装置。液氦的蒸发潜热极低（20.5 J/g），因此微小的热量泄漏也会导致快速升压。	液氦有哪些特殊的安全危险和操作要求？
液氢安全使用要求和审批程序	物理	低温安全	5	液氢;易燃;爆炸;低温	任何使用液氢的提议必须获得事先批准并接受EHS风险评估和工程规范审批。液氢必须通过氦气加压在适当设计的传输线中转移以避免接触空气。使用易燃气体的房间必须正压通风。仅经培训熟悉液氢性质、设备和操作程序的人员才允许执行转移操作。安全理念：实验隔离；提供充足通风；排除点燃源+系统接地防静电；氦气吹扫容器中密封；有效监测氢气泄漏；限制用量。	使用液氢需要哪些特殊审批和安全措施？
液氧安全使用要求和审批程序	物理	低温安全	5	液氧;助燃;火灾;爆炸	任何使用液氧的提议必须获得事先批准并接受EHS风险评估和工程规范审批。液氧不燃烧但它极大地加速燃烧。需要充足通风以避免空气富氧。应避免有可燃材料、油脂、电气设备、点燃源或易燃液体和蒸气的区域。OSHA定义氧浓度超过22%为富氧环境——富氧环境存在重大火灾和爆炸风险。如果衣物被液氧浸透至少在30分钟内远离点燃源或更换衣物。	液氧有哪些特殊危险？为什么需要严格管理？
实验室座椅和坐姿人体工学	通用	人体工学	1	人体工学;职业健康	花时间调整座椅深度和椅背高度和倾斜度以最大化个人背部支撑。考虑稍微后仰的姿势。尝试反向使用椅子在身体前倾做实验台/通风柜/显微镜工作时支撑躯干。确保双脚能舒适地接触地板、脚环或单独脚凳。部分实验室椅有可调脚环。确保实验室椅有足够的高度调节范围。将躯干靠近工作台面然后后靠——避免在椅子边缘栖息的姿势。选择台面下方有腿部空间的实验台。	实验室长时间坐姿操作时如何正确调整座椅和姿势？
实验室长时间站立工作的保护措施	通用	人体工学	1	人体工学;职业健康;站立工作	建议：微休息——每20分钟允许短休息（30秒至1分钟）和一把椅子/凳子让脊柱结构和关节从长时间站立中恢复；在可行区域考虑使用抗疲劳地垫；适当的鞋类很重要——使用泡沫/凝胶鞋垫也可减轻疲劳；提供脚凳让你能交替抬高一只脚减少静态疲劳；如安全/适当尝试打开柜子创建一个临时脚凳。	长时间在实验室站立操作（尤其是水泥/瓷砖地面）有什么保护建议？
显微镜工作站人体工学	通用	人体工学	1	人体工学;显微镜;职业健康	工作时注意保持中性姿势——根据需要调整椅子或显微镜以保持头部直立位置。升高、倾斜或将显微镜移至台面边缘以避免弯曲颈部。避免倚靠在桌子的硬边缘上——考虑在显微镜桌面前唇加衬垫或使用前臂垫。保持显微镜维修良好和清洁。如可能将显微镜工作分散到整个工作日和多人之间。	长时间使用显微镜时如何保持正确姿势减少身体劳损？
移液操作人体工学	通用	人体工学	1	人体工学;移液;重复性劳损	一般指导：坐着或站着靠近工作台；在适当高度工作以最小化颈部和躯干扭转——升高椅子而不是向上伸手移液；双手交替移液；选择适合手的小型轻量移液器——用放松的握持方式持移液器；避免长时间站立或坐着——在坐和站之间交替为疲劳身体结构提供缓解和恢复时间。	长期移液操作如何减少手腕、颈部和肩部劳损？
通风柜工作人体工学	通用	人体工学	1	人体工学;通风柜;职业健康	遵循座椅建议以促进有支撑的姿势。将工作用品尽可能靠近摆放以避免别扭的倾斜/伸手——考虑使用转盘将材料旋转靠近使用者。确保通风柜中仅保留必需材料以避免在杂乱中不必要的伸手。考虑使用低剖面样品架、溶液容器和废物接收器以防止别扭的手腕、颈部和肩部弯曲。	在通风柜前工作时如何保护身体？
手套适配和任务轮换的人体工学建议	通用	人体工学	1	人体工学;手套;轮换;视觉休息	手套——佩戴稍微贴身的手套以减少手部受力并提高精细操作精度。轮换任务——如果可能将任务分散到整个工作日和多人之间。每20分钟进行1-2分钟的频繁小休息。每45-60分钟起来伸展和走动。视力休息——在密集的计算机和精细视觉工作期间每20分钟闭眼或注视远处物体。	实验室工作中还有哪些实用的人体工学建议？
实验室退役搬迁总流程	通用	实验室管理	3	实验室关闭;危险材料;去污;合规	PI或其他实验室主管计划腾空实验室空间时必须联系EHS安排与PI/研究人员、部门代表和设施经理的会议确定时间表和行动项。安全经理/设施经理将审核相关空间确定资本资产的存在和处置。PI及其团队解决初步审核中确定的项目并完成实验室关闭检查表。EHS相关化学品、生物和辐射安全小组的人员将进行最终审核。如空间状况不满意将书面通知PI和部门；如状况满意将书面通知PI和部门后者更新并张贴HASP标志以反映实验室空置。	PI或实验室负责人要搬离实验室时需要遵循什么退役流程？
实验室退役化学品处置和搬运要求	通用	实验室管理	3	化学品退役;搬运;运输	更新当前化学品库存。所有不带到新实验室空间的化学品应分为将转让给其他实验室或将通过危险废物处置。化学品应仅由经培训人员搬运——任何剧毒、高危险或反应性化学品应仅由接受过特殊培训的人员搬运。搬运剧毒或高危险化学品时建议使用伙伴系统。搬运化学品时确保所有容器标签完整且全部密闭——运输化学品时使用DOT批准的运输容器和次要防漏容器。危险材料不得用私人车辆运输。搬运化学品时穿戴适当PPE——接触门把手、门闩和电梯按钮时摘除手套。	实验室退役时化学品应如何处理和搬运？
实验室退役生物材料处置要求	通用	实验室管理	3	生物安全;退役;去污	如实验室工作涉及选择因子或毒素在任何搬迁准备工作前咨询EHS生物安全。书面通知IBC、IACUC或IRB终止或修改所有已批准方案。如有USDA或CDC许可证所有相关材料必须销毁或将许可证更新。生物危险材料必须妥善包装且仅由经适当培训的实验室人员搬运——非实验室人员不得搬运。所有实验室表面和设备必须用适当消毒剂去污。如有生物安全柜(BSC)彻底去污BSC内外表面——搬迁到另一位置的BSC可能需要进行蒸气去污。联系EHS生物安全协助风险评估。	实验室退役时生物材料应如何处理？
实验室退役放射性材料处置要求	通用	实验室管理	3	辐射安全;退役;去污;许可	所有下列步骤必须通过EHS辐射安全组的一位工作人员协调——需要提前通知搬迁计划联系askEHS@cornell.edu。联系EHS移除任何库存、样品和受污染用品。妥善处置任何放射性废物。使用校准的测量仪进行完整调查包括所有授权房间、设备和高接触区域。所有腾空的房间必须被认证为无污染后才能移交给清洁工、维修工或新实验室入住者。使用过放射性材料的设备必须在由搬家公司和非实验室人员接触前获得无污染认证。仅经适当培训的人员可搬运放射性材料——所有材料必须妥善包装和屏蔽。	实验室退役时放射性材料和设备应如何处理？
实验室退役压缩气瓶处置	通用	实验室管理	2	压缩气体;退役;搬运	搬动任何压缩气瓶前取下减压阀并在气瓶阀上盖回安全帽。仅使用适当的气瓶手推车搬动压缩气瓶。任何含剧毒或高反应性气体的压缩气瓶应仅由接受过特殊培训的人员搬动。任何时候不要让压缩气瓶无人固定。可能的话避免使用载客电梯——如必须使用载客电梯不要与气瓶同乘电梯。	实验室退役时压缩气瓶应如何处理？
危险品第1类爆炸品储存要求	化学	危化品储存	4	爆炸;危险分类;储存	危险：有爆轰、爆燃或剧烈反应可能性。储存：与所有其他危险类别隔离。存放在经批准的储存柜中。将数量限制在最少需要量。	爆炸性化学品应如何分类和储存？
危险品第2类压缩气体分类和储存	化学	危化品储存	4	压缩气体;危险分类;储存	第2.1类易燃气体（氢气、甲烷、乙炔、丙烷）：与氧化剂和热源隔离存放；直立固定；提供充足通风。第2.2类非易燃气体（氮气、氩气、二氧化碳、氦气）：与易燃和有毒气体隔离存放。第2.3类有毒气体（氨、氯、硫化氢、一氧化碳）：与所有其他气体隔离存放；需要专门通风和检测系统。特殊气体：氧化性气体（氧气、氧化亚氮、氟）——与所有其他气体隔离存放，距离易燃品至少20英尺；发火气体（硅烷、磷化氢）——惰性气体环境储存。	不同类型压缩气体应如何分类储存？
危险品第3类易燃液体储存要求	化学	危化品储存	4	易燃液体;危险分类;储存	易燃液体（闪点<100F/37.8C）：如乙醇、丙酮、乙醚、己烷。存放于经批准的易燃品储存柜中。与氧化剂和热源隔离存放。可燃液体（闪点100-200F/37.8-93.3C）：如矿物油。如无其他危险可和易燃液体一起存放。远离热源和氧化剂。	易燃液体和可燃液体应如何分类储存？
危险品第4类易燃固体和遇水反应物质	化学	危化品储存	4	易燃固体;遇水反应;危险分类	第4.1类易燃固体（镁粉、硫磺、铝粉）：保持干燥并远离热源存放。第4.2类自燃物质（白磷、硫化钠）：与所有其他类别隔离存放，可能需要惰性气体环境。第4.3类遇水反应危险物质（金属钠、金属钾、碳化钙）：与所有湿源隔离存放——使用干燥剂和防水容器。	易燃固体、自燃物质和遇水反应物质应如何储存？
危险品第5类氧化剂和有机过氧化物储存	化学	危化品储存	4	氧化剂;有机过氧化物;危险分类	第5.1类氧化剂：液体氧化剂（过氧化氢>8%、次氯酸钠溶液）——与所有易燃品和可燃品隔离存放；固体氧化剂（高锰酸钾、硝酸钠、硝酸铵）——与易燃品、可燃品和还原剂隔离存放，保持在原始容器中保持干燥。第5.2类有机过氧化物（苯甲酰过氧化物、过氧化氢异丙苯）：与所有其他化学品隔离存放；通常需要冷藏储存；密切监控过期日期；绝不存放在热源附近。	氧化剂和有机过氧化物应如何分类和安全储存？
危险品第6类有毒物质储存	化学	危化品储存	4	有毒物质;致癌物;氰化物;危险分类	第6.1类毒物（汞、四氯化碳、甲醇）：通风储存配备次要防漏容器。特殊毒性类别：致癌物（苯、甲醛、石棉）——与其他化学品隔离存放，指定储存区域限制进出，特殊标签和库存要求；吸入性毒物（氟化氢、光气）——与所有其他化学品隔离存放，需要专门通风和检测系统；氰化物（氰化钠、氰化钾）——与酸隔离存放（防止生成氰化氢气体），上锁储存限制进出。	有毒/毒性物质（含致癌物、生殖毒性、氰化物）应如何分类和安全储存？
危险品第8类腐蚀品分类和储存要求	化学	危化品储存	4	腐蚀品;强酸;强碱;HF;危险分类	无机酸（盐酸、硫酸、磷酸）：与碱隔离存放；需要次要防漏容器；耐腐蚀货架。氧化性酸（硝酸、高氯酸）：与有机物和其他酸隔离存放；特殊通风要求；不可燃非金属储存。氢氟酸(HF)：与所有其他酸隔离存放；仅使用聚乙烯容器；需要特殊应急程序。有机酸（醋酸、甲酸）：浓度>=80%需存放在易燃柜中；与强碱隔离存放。碱：液体碱与酸隔离存放；固体碱保持干燥与酸和湿敏材料隔离存放。	各类腐蚀品（无机酸、氧化性酸、HF、有机酸、碱）应如何分类储存？
苯酚的危险性综述	化学	危化品安全	5	苯酚;腐蚀性;全身毒性;皮肤吸收	苯酚是用于组织保存和DNA/RNA提取等活动的常用化学品。苯酚的危险性是双重的：既是腐蚀品（可导致严重灼伤），也是有毒物质（吸收的苯酚作为全身毒素）。一个病例中摄入仅15 mL即可导致死亡。液态苯酚渗透皮肤的效能约等于吸入。暴露体表面积超过25%的病例已有死亡报告。苯酚具有麻醉作用可导致严重灼伤而不立即疼痛或可见。人体皮肤损伤的苯酚阈值浓度为1.5%。可导致永久性眼损伤、失明和瘢痕。建议使用苯酚的实验室使用聚乙二醇300或400（PEG-300或PEG-400）而非水作为皮肤暴露的立即急救处理。	苯酚为什么特别危险？不仅仅是典型腐蚀品？
苯酚暴露症状识别	化学	危化品安全	5	苯酚;中毒症状;急救	苯酚最常见的职业暴露途径是皮肤接触和吸收。苯酚灼伤和中毒可危及生命。症状：眼部接触——严重刺激、永久性损伤、失明；吸入——呼吸道刺激、喉咙痛、头痛、呼吸急促；摄入——苯酚毒性很强摄入后可迅速致死；皮肤接触——初始暴露可引起麻木或轻微刺痛感因此接触可能不立即明显，然而即使轻微接触也可导致灼伤、起泡、永久性皮肤损伤，苯酚通过皮肤吸收可导致苯酚中毒症状包括肌无力、震颤、协调丧失、休克、突然虚脱、昏迷、抽搐、器官损伤和死亡。	苯酚暴露有哪些症状？如何识别？
苯酚操作的PPE和工程控制要求	化学	危化品安全	5	苯酚;PPE;工程控制;手套选择	紧急淋浴和洗眼器：任何使用苯酚的实验室必须有可在10秒内到达的紧急洗眼站。行政控制：使用苯酚时绝不要单独工作。工程控制：苯酚必须在通风柜中使用。眼部/面部防护：防溅护目镜是最佳实践。皮肤防护：最低要求——实验服、长袖、防渗封闭鞋和长裤。手部防护：>70%浓度苯酚——丁基橡胶、Viton、Barrier和Silver Shield手套提供良好抵抗力。一般不建议使用丁腈手套操作苯酚。氯仿和苯酚混合物：氯仿使氯丁橡胶和丁腈快速降解——Ansell ChemTek 380214T手套（4mil外层Viton加4mil内层丁基橡胶）对氯仿/苯酚溶液提供>90分钟防穿透。	操作苯酚需要什么PPE和工程控制？
苯酚皮肤暴露急救程序	化学	危化品安全	5	苯酚;急救;PEG;皮肤去污	皮肤接触苯酚：快速和立即的皮肤去污对最小化苯酚吸收至关重要。小面积暴露：快速脱去污染衣物（包括皮带或表带等任何皮质物品），立即并反复用低分子量聚乙二醇（PEG 300或PEG 400）擦拭或冲洗暴露区域。持续处理直到不再有可检测的苯酚气味。如无PEG可用甘油溶液替代。少量水只会稀释苯酚并扩大暴露面积！大面积暴露：应立即使用紧急淋浴并立即拨打911。如可能初始去污后使用PEG。对于任何暴露双层袋装污染衣物和个人物品。即使暴露面积小仍应接受医疗专业人员评估。	苯酚溅到皮肤上应如何正确急救？为什么不能用少量水？
