pack_id,source_run,source_type,eval_id,category,subcategory,question,answer,decision,model,elapsed_ms,expected_lane,expected_action,expected_keywords,risk_level,conversation_group,turn_no,citation_0_title,citation_1_title,citation_2_title,human_score,human_notes,review_status,priority,expert_score,expert_notes,final_score,final_notes
ACC-0011,eval_50_human_scored,historical_scored,EV-011,化学,气体安全,实验室气瓶使用的安全要求有哪些？,气瓶须固定存放，远离热源并戴好瓶帽。1.使用前检查瓶阀、管路密封。2.气瓶必须用链条或支架固定。3.存放时远离热源与明火，分类立放。4.空瓶关阀并保持0.05MPa余压。5.搬运时不得拖拽，长期不用须戴瓶帽。,dify_answer,dify-workflow,8080,,,气瓶;固定;减压阀;瓶帽;检漏,,,,危化品-气瓶安全使用通则,实验室安全的基本要求,实验室化学品安全管理实施细则（片段2）,3,固定、检漏、余压、搬运等气瓶安全要点完整,scored,P2,,,3,固定、检漏、余压、搬运等气瓶安全要点完整
ACC-0012,eval_50_human_scored,historical_scored,EV-012,化学,低温安全,使用液氮时需要注意什么安全事项？,"{""answer"":""使用液氮需防冻伤和窒息风险，保持良好通风，佩戴防冻手套和护目镜，严禁密封容器。"",""ppe"":[""防冻手套"",""护目镜"",""实验服""],""steps"":[""操作前检查容器泄压装置，禁止完全密封。"",""佩戴防冻手套和护目镜，避免皮肤接触。"",""在通风良好处使用，防止氮气聚集。""],""forbidden"":[""禁止密封容器"",""禁止徒手接触液氮""],""emergency"":""皮肤接触冻伤时，用温水复温并立即就医。若缺氧窒息，立即转移至通风处并急救。""}",dify_answer,dify-workflow,23036,,,液氮;冻伤;低温手套;通风;窒息,,,,危化品-液氮安全使用,低温安全-液氮操作规范,设备安全-高压灭菌锅操作,3,冻伤和窒息双风险均提及，PPE/步骤/禁止/应急四维度完整,scored,P2,,,3,冻伤和窒息双风险均提及，PPE/步骤/禁止/应急四维度完整
ACC-0013,eval_50_human_scored,historical_scored,EV-013,化学,应急,实验室发生大量化学品泄漏时应该怎么做？,"结论:
若发生化学品泄漏：隔离现场、避免接触和吸入，在安全前提下通风并使用泄漏应急物资处理，立即报告实验室管理人员。

立即处理:
1. 立刻停止周边操作，警示他人远离，优先隔离泄漏区并避免吸入蒸气或直接接触。
2. 若为大量、未知成分、强挥发性、高毒、强腐蚀性或伴随冒烟反应的泄漏，立即疏散撤离、关门封控并报告，不要自行处理。
3. 仅当泄漏量小、化学品已知且你受过培训时，才可在 PPE、SDS 和本地泄漏 SOP 指引下使用吸附棉、围堵条等泄漏包物资处理。
4. 收集吸附物和污染耗材，按相应危废分类密封暂存；后续完成去污、上报和事件记录。

禁止事项:
- 禁止对大量或未知泄漏单人硬顶处理。
- 禁止把泄漏物冲入下水道或直接用拖把扩散污染范围。
- 禁止在未确认相容性的情况下混用中和剂、吸附剂或清洗剂。

应急升级:
- 若有人暴露、现场通风不足或存在起火/爆炸风险，立即启动实验室应急预案并联系专业救援力量。

参考依据:
- KB-GAP-8018: OSHA 29 CFR 1910.120 HAZWOPER; EPA Levels of Protection
- KB-GAP-8036: 危险化学品安全管理条例; OSHA HAZWOPER
- KB-BLK-9633010073: OSHA 29 CFR 1910.1450",emergency_redirect,rule-engine,43,,,泄漏;疏散;围堵;吸收;SDS,,,,应急-化学品大量泄漏处置,应急-地震时实验室应急,未知化学品泄漏时先做什么,2,模板化应急回复，方向正确但缺少化学品泄漏的分级响应（一级/二级/三级）,resolved_round4,P2,3,"第四轮复评：应急模板已补细，关键处置动作可直接执行（decision=emergency_redirect, model=rule-engine）。",3,"第四轮复评：应急模板已补细，关键处置动作可直接执行（decision=emergency_redirect, model=rule-engine）。"
ACC-0014,eval_50_human_scored,historical_scored,EV-014,化学,应急,强酸或强碱溅到眼睛了应该怎么处理？,"结论:
若化学品溅入眼睛：立即用洗眼器或大量清水持续冲洗，同时联系实验室管理人员并尽快就医。

立即处理:
1. 立刻使用洗眼器或大量清水持续冲洗眼睛至少15分钟，越早越好。
2. 冲洗时用手指撑开眼睑，并让眼球转动，确保结膜囊和眼球各部位都被冲到。
3. 如佩戴隐形眼镜且容易取下，可在冲洗过程中尽快取下；同时呼叫他人协助并准备化学品信息。
4. 冲洗后立即就医，明确告知接触的化学品名称、浓度和接触时间。

禁止事项:
- 禁止揉眼睛。
- 禁止自行使用中和液、有色液体或眼药水代替大量清水冲洗。
- 禁止因症状减轻就中断冲洗或延误就医。

应急升级:
- 若出现视物模糊、持续疼痛、畏光或强酸强碱/有机溶剂暴露，按高优先级眼部化学伤处理并立即送医。

参考依据:
- KB-MSDS-2018: GB 18597-2001 危险废物贮存污染控制标准; 危险废物污染防治技术政策
- KB-GAP-8024: Cornell Radiation Safety Manual; 放射性废物管理规定
- KB-GAP-8036: 危险化学品安全管理条例; OSHA HAZWOPER",emergency_redirect,rule-engine,40,,,洗眼器;撑开眼睑;冲洗15分钟;就医,,,,应急-化学品灼伤眼睛,应急-水银温度计打破,危废-含重金属废液处置,2,立即冲洗正确但缺少冲洗≥15分钟和撑开眼睑的关键细节,resolved_round4,P2,3,"第四轮复评：应急模板已补细，关键处置动作可直接执行（decision=emergency_redirect, model=rule-engine）。",3,"第四轮复评：应急模板已补细，关键处置动作可直接执行（decision=emergency_redirect, model=rule-engine）。"
ACC-0015,eval_50_human_scored,historical_scored,EV-015,化学,应急,有人化学品中毒了应该怎么急救？,立即将患者移离中毒环境，保持通风并隔离现场。检查其意识和呼吸，若无呼吸立即实施CPR。脱去污染衣物，受污染皮肤用大量清水冲洗≥15分钟。切勿盲目催吐，迅速拨打急救电话并报告。,dify_answer_guarded,dify-workflow,14428,,,中毒;通风;不要催吐;SDS;就医,,,,应急-化学品中毒急救,应急-水银温度计打破,应急-化学品大量泄漏处置,3,中毒急救步骤完整，特别强调不盲目催吐，关键禁忌到位,scored,P2,,,3,中毒急救步骤完整，特别强调不盲目催吐，关键禁忌到位
ACC-0016,eval_50_human_scored,historical_scored,EV-016,化学,危废处置,实验室化学废液应该怎么分类收集？,化学废液按性质分类收集：有机废液入有机废液桶，无机废液（如酸碱）入无机桶，禁止下水道。1.有机溶剂、卤代物等分类入有机废液桶。2.酸性/碱性废液单独收集，避免混合产热或产气。3.标签注明成分、浓度、日期和责任人。4.存放于阴凉通风处，远离热源并定期转运。,dify_answer,dify-workflow,6716,,,废液;分类;有机废液;卤代;重金属,,,,危废-化学废液分类收集,实验室化学废弃物收集处理管理规定（试行）,危废-含重金属废液处置,3,有机/无机/卤代/酸碱分类明确，标签和储存要求完整,scored,P2,,,3,有机/无机/卤代/酸碱分类明确，标签和储存要求完整
ACC-0017,eval_50_human_scored,historical_scored,EV-017,化学,危废处置,用完的化学试剂空瓶可以当普通垃圾扔掉吗？,不能。化学试剂空瓶需按危险废弃物处置，严禁混入普通垃圾。先分类收集于专用容器，贴好标签（名称、危险性），再交专业机构处理。,dify_answer,dify-workflow,6993,,,空瓶;不能;危废;清洗;标签,,,,危废-空化学试剂瓶处置,实验室化学废弃物收集处理管理规定（试行）,实验室化学品安全管理实施细则（片段5）,3,明确否定并给出危废处置完整流程,scored,P2,,,3,明确否定并给出危废处置完整流程
ACC-0018,eval_50_human_scored,historical_scored,EV-018,化学,危废处置,实验室的过期化学品应该如何处理？,"结论:
过期化学品一律按危废管理，其中乙醚、THF 等过氧化物形成物要特别警惕结晶、爆炸和禁止随意开盖移动。。

步骤:
1. 先核对标签、开封日期和危险类别，按危废分类密闭、贴签和登记台账
2. 对乙醚、THF、二恶烷等可能形成过氧化物的试剂，发现瓶口结晶或可疑沉积时不要再开盖移动
3. 联系有资质的危废处置单位或校内危化管理员统一评估、专业处置和移交

禁止事项:
- 禁止把过期化学品直接倒入下水道或普通垃圾桶
- 禁止对可形成过氧化物的旧试剂强行开盖、蒸馏或搬动
- 禁止未登记、未评估危险性就私自转移或继续使用

应急提醒:
- 若打包过程中发生反应/冒烟：立即停止，疏散，报告

参考依据:
- KB-MSDS-2017: 危险废物污染防治技术政策; NIH Managing Peroxide Formers Guide
- 相关命中 3 条，可展开引用查看原始依据。",dify_answer,local-fast-path,17615,,,过期化学品;危废;分类;过氧化物;专业处置,,,,危废-过期化学品处置,危化品-化学品分类储存原则,危废-生物废弃物处置,2,一般性处置流程正确但未特指过氧化物形成物的特殊风险,resolved_round4,P2,3,"第四轮复评：本地快答已补齐关键知识点并稳定命中（decision=dify_answer, model=local-fast-path）。",3,"第四轮复评：本地快答已补齐关键知识点并稳定命中（decision=dify_answer, model=local-fast-path）。"
ACC-0019,eval_50_human_scored,historical_scored,EV-019,化学,危废处置,含重金属的实验废液应该怎么处理？,"结论:
含重金属废液必须专桶、专标识、专暂存，严禁下水道，汞、铅、镉、六价铬等应作为重点污染物单独管理。。

步骤:
1. 将含汞、铅、镉、铬、六价铬等废液单独收集、专桶暂存，避免与有机废液、酸碱废液混装
2. 容器标注“重金属废液”以及主要成分、浓度、日期和责任人，保持密封暂存
3. 按危废流程交由有资质单位专业处置，严禁排入下水道

禁止事项:
- 禁止把含汞、铅、镉、铬等废液倒入下水道
- 禁止与有机废液或酸碱废液混装导致后续处置困难
- 禁止无标签暂存或使用不耐腐蚀容器长期存放

应急提醒:
- 含汞废液泄漏：隔离区域，用硫粉或专用汞吸收剂处理，通风

参考依据:
- KB-MSDS-2018: GB 18597-2001 危险废物贮存污染控制标准; 危险废物污染防治技术政策
- 相关命中 3 条，可展开引用查看原始依据。",dify_answer,local-fast-path,14150,,,重金属;单独收集;汞;六价铬;专业处置,,,,危废-含重金属废液处置,危废-化学废液分类收集,应急-实验室停电应急处置,2,分类收集和禁止下水道正确，但缺少汞/六价铬等具体重金属示例,resolved_round4,P2,3,"第四轮复评：本地快答已补齐关键知识点并稳定命中（decision=dify_answer, model=local-fast-path）。",3,"第四轮复评：本地快答已补齐关键知识点并稳定命中（decision=dify_answer, model=local-fast-path）。"
ACC-0020,eval_50_human_scored,historical_scored,EV-020,化学,危化品安全,使用甲醇时有哪些安全风险？应该如何防护？,甲醇高度易燃，蒸气与空气形成爆炸性混合物。有毒，吸入或皮肤吸收可损害神经与视力。操作须在通风柜内，前窗降至安全高度，确认风速正常。佩戴护目镜、防化手套、实验服，远离火源。,dify_answer,dify-workflow,46410,,,甲醇;有毒;易燃;通风柜;视神经,,,,激光安全-激光器操作规范,安全-不锈钢高压反应釜安全,危化品-甲醇安全操作,3,易燃性和神经毒性双风险均点明，通风和PPE规格清晰,scored,P2,,,3,易燃性和神经毒性双风险均点明，通风和PPE规格清晰
ACC-0021,eval_50_human_scored,historical_scored,EV-021,化学,危化品安全,氢氟酸（HF）为什么特别危险？接触后如何处理？,"{""answer"":""氢氟酸（HF）能快速穿透皮肤，引起深层组织腐蚀，并夺钙导致低钙血症、心脏骤停，易致死。接触后立即：用大量清水冲洗15分钟以上；在冲洗时脱去污染衣物；涂敷2.5%葡萄糖酸钙凝胶；尽快就医，告知医生为HF灼伤，需钙剂解毒。""}",dify_answer,dify-workflow,8461,,,氢氟酸;剧毒;氟离子;葡萄糖酸钙;穿透皮肤,,,,危化品-甲醇储存与使用,实验室危险废弃物如何处理,危废-过期化学品处置,3,HF穿透皮肤、夺钙、心脏骤停机制清楚，葡萄糖酸钙凝胶处理专业,scored,P2,,,3,HF穿透皮肤、夺钙、心脏骤停机制清楚，葡萄糖酸钙凝胶处理专业
ACC-0022,eval_50_human_scored,historical_scored,EV-022,化学,危化品安全,钠金属应该如何安全储存和处置？,钠应储存在煤油或液体石蜡中，隔绝空气与水。容器密封并贴标签，远离水源和湿气。处置时严禁接触水或丢弃于普通垃圾桶，必须交由专业危废单位处理。应急时用干砂灭火，切勿用水。,dify_answer,dify-workflow,13309,,,钠;遇水反应;煤油;氢气;火灾,,,,危化品-丙酮储存与使用,危化品-化学品分类储存原则,危废-生物废弃物处置,3,煤油封存、禁水、干砂灭火、危废处置全链条覆盖,scored,P2,,,3,煤油封存、禁水、干砂灭火、危废处置全链条覆盖
ACC-0023,eval_50_human_scored,historical_scored,EV-023,化学,应急,实验室突然停电应该怎么处理？,"结论:
实验室停电时要先控风险源，再保人员与关键设备安全，重点是关闭加热设备、气源并确认通风与应急照明状态。。

步骤:
1. 先停止实验并关闭电热套、加热板、搅拌器等带热源设备，防止来电后自启动
2. 能安全做到时关闭气瓶阀门和相关工艺阀门，确认通风柜、低温冰箱和培养箱等关键设备状态
3. 启用应急照明并报告负责人/物业，待供电恢复后按 SOP 逐项复机

禁止事项:
- 禁止停电后放任加热设备、反应装置和气源处于原状态
- 禁止在照明不足、通风异常时继续进行高风险实验
- 禁止未确认设备复位和环境安全就直接恢复运行

参考依据:
- KB-PHASE4-0650: Cornell EHS - Power Outage Procedures
- 相关命中 3 条，可展开引用查看原始依据。",dify_answer,local-fast-path,5083,,,停电;关闭加热;通风柜;气瓶阀门;应急照明,,,,应急-实验室停电应急处置,危废-含重金属废液处置,应急-水银温度计打破,2,基本处置正确但未明确提及关闭加热设备和气瓶阀门,resolved_round4,P2,3,"第四轮复评：本地快答已补齐关键知识点并稳定命中（decision=dify_answer, model=local-fast-path）。",3,"第四轮复评：本地快答已补齐关键知识点并稳定命中（decision=dify_answer, model=local-fast-path）。"
ACC-0024,eval_50_human_scored,historical_scored,EV-024,化学,应急,水银温度计打破了应该怎么处理？,水银温度计打破后，先疏散人员、开窗通风，戴手套口罩，用硬纸板或胶带小心收集汞珠，放入密封容器；残留细粒撒硫粉覆盖。严禁用吸尘器或扫帚。收集物按有害危废处置，事后报告负责人。,dify_answer,dify-workflow,12972,,,水银;汞;硫粉;通风;禁止吸尘器,,,,应急-水银温度计打破,危废-含重金属废液处置,应急-实验室停电应急处置,3,硫粉覆盖、禁止吸尘器/扫帚、疏散通风等要点完整专业,scored,P2,,,3,硫粉覆盖、禁止吸尘器/扫帚、疏散通风等要点完整专业
ACC-0025,eval_50_human_scored,historical_scored,EV-025,设备安全,加热设备,使用烘箱烘干玻璃仪器时需要注意什么？,使用烘箱前须确保玻璃仪器无有机溶剂残留，避免易燃蒸气积聚。烘干温度不宜过高，一般控制≤110℃。取出时佩戴耐热手套，防止烫伤。禁止烘干易燃易爆化学品或未洗净有机物的器具。若出现冒烟或异味，立即断电，开门通风，必要时用灭火器处置。,dify_answer,dify-workflow,20525,,,烘箱;温度;易燃溶剂;禁止;无人值守,,,,设备-烘箱安全使用,设备-分析天平使用,设备-水浴锅安全使用,3,无溶剂残留、≤110℃温控、禁止易燃物、异常情况处置均覆盖,scored,P2,,,3,无溶剂残留、≤110℃温控、禁止易燃物、异常情况处置均覆盖
ACC-0026,eval_50_human_scored,historical_scored,EV-026,设备安全,加热设备,使用马弗炉时需要注意哪些安全事项？,"结论:
马弗炉属于高温高风险设备，样品类型、坩埚材质、预干燥和降温开门方式都必须符合要求。。

步骤:
1. 样品进炉前先确认无残留溶剂、非密闭、非未知成分，并选用陶瓷/石英/铂等合适坩埚
2. 按程序升温，取样或开门时站在炉门侧面，待温度降到安全值后先开一条缝散气，再用长柄坩埚钳操作
3. 高温坩埚放在耐热垫上冷却，设备周围保持无可燃物并保证排风良好

禁止事项:
- 禁止将含溶剂、密闭、未知或可能爆炸的样品放入马弗炉
- 禁止高温时正对炉口猛开门或徒手取放坩埚
- 禁止把马弗炉放在可燃台面附近或排风不良处长期运行

应急提醒:
- 马弗炉过热致元件烧毁或炉体燃烧:切断电源→CO2灭火器→撤离→报告

参考依据:
- KB-BLK-9126: Prudent Practices in the Laboratory (National Academies Press)
- 相关命中 3 条，可展开引用查看原始依据。",dify_answer,local-fast-path,4711,,,马弗炉;高温;坩埚;开门温度;隔热手套,,,,设备-马弗炉安全使用,危化品-甲苯储存与使用,危化品-硝酸安全使用,2,基本要点正确但过于简略，缺少坩埚使用和降温开门的详细说明,resolved_round4,P2,3,"第四轮复评：本地快答已补齐关键知识点并稳定命中（decision=dify_answer, model=local-fast-path）。",3,"第四轮复评：本地快答已补齐关键知识点并稳定命中（decision=dify_answer, model=local-fast-path）。"
ACC-0027,eval_50_human_scored,historical_scored,EV-027,设备安全,离心设备,使用离心机的安全操作规程是什么？,离心机使用前必须平衡负载并检查转子，运行中严禁开盖，结束后须待停稳再取样。1.对称放置样品，重量差<0.1g。2.设定转速不得超过转子限值。3.盖紧盖子，停机前不开启。,dify_answer,dify-workflow,6418,,,离心机;平衡;转子;禁止开盖;气溶胶,,,,设备-离心机安全使用,设备-制冰机安全使用,设备-纯水/超纯水机安全使用,3,平衡精度(<0.1g)、转速限制、禁止开盖等操作规范明确,scored,P2,,,3,平衡精度(<0.1g)、转速限制、禁止开盖等操作规范明确
ACC-0028,eval_50_human_scored,historical_scored,EV-028,设备安全,高压设备,高压灭菌锅的安全操作流程是什么？,高压灭菌锅操作必须防烫、防爆，确保安全。1.检查水位与密封圈，装料勿过满，留排气通道。2.对称旋紧盖门，排气阀排尽冷空气，升压至目标温度并计时。3.结束自然降压至零，戴隔热手套微开盖，避开蒸汽取物。,dify_answer_guarded,dify-workflow,21982,,,灭菌锅;压力;温度;密封圈;侧面开门,,,,设备-高压灭菌锅安全使用,设备-离心机安全使用,设备-微波消解仪安全使用,3,水位检查→冷空气排尽→自然降压→侧面开盖的SOP流程完整,scored,P2,,,3,水位检查→冷空气排尽→自然降压→侧面开盖的SOP流程完整
ACC-0029,eval_50_human_scored,historical_scored,EV-029,设备安全,电气设备,使用电泳仪时需要注意哪些安全事项？,使用电泳仪须防高压电击。先检查接地和绝缘，双人确认后按SOP上电。运行时禁触电极与凝胶，保持台面干燥。全程穿戴护目镜、实验服和手套。,dify_answer,dify-workflow,8561,,,电泳仪;高压;触电;先断电再拆线,,,,设备-电泳仪安全使用,危化品-甲苯储存与使用,危化品-硝酸安全使用,3,高压触电风险认知明确，接地/绝缘/双人确认/台面干燥均提及,scored,P2,,,3,高压触电风险认知明确，接地/绝缘/双人确认/台面干燥均提及
ACC-0030,eval_50_human_scored,historical_scored,EV-030,设备安全,通用设备,通风柜的正确使用方法是什么？,"{""answer"":""通风柜用于挥发性、刺激性或有毒物质操作。使用时确保前窗高度合规、风速正常，减少气体外溢。"",""steps"":[""检查风机运行，确认风速正常。"",""将前窗降至安全指示高度。"",""操作时减少扰动，结束后清洁、继续排风。""],""ppe"":""护目镜、实验服、手套。"",""forbidden"":""禁止存放化学品、禁止前窗过高操作。"",""emergency"":""通风故障立即停止操作，封闭柜门，报告安全员。""}",dify_answer,dify-workflow,15155,,,通风柜;面风速;前窗;安全刻度;延迟关闭,,,,设备-通风柜使用规范,设备-pH计使用与维护,危化品-硫酸安全使用,3,前窗高度、面风速、禁止存放化学品、应急程序均覆盖,scored,P2,,,3,前窗高度、面风速、禁止存放化学品、应急程序均覆盖
ACC-0031,eval_50_human_scored,historical_scored,EV-031,设备安全,通用设备,使用真空泵时需要注意哪些安全事项？,使用真空泵前检查管路密封与接口紧固，防止泄漏或崩脱。须安装防倒吸瓶或冷阱，避免溶剂倒灌损坏泵体。排气口应连接通风装置，避免有毒蒸气在室内积聚。关机前先破真空再停泵，防止泵油倒吸。,dify_answer,dify-workflow,5376,,,真空泵;内爆;冷阱;玻璃器皿;防护网,,,,设备-真空泵安全使用,危化品-甲苯储存与使用,危化品-硝酸安全使用,3,冷阱/防倒吸瓶、排气通风、先破真空再停泵等专业细节完整,scored,P2,,,3,冷阱/防倒吸瓶、排气通风、先破真空再停泵等专业细节完整
